Marca temporal,¿Cuál es su edad?,¿Cuál es su nivel educativo?,¿Cuál es su ocupación?,¿En qué tipo de vivienda reside?,¿Cuál es su nivel de ingresos mensual?,¿En qué área o zona de la ciudad reside?,¿Qué dispositivos electrónicos posee actualmente? ,¿Con qué frecuencia actualiza o reemplaza estos dispositivos?,¿Cuántos dispositivos electrónicos ha adquirido en el último año?,¿Cuántos dispositivos electrónicos tiene en desuso actualmente?,"Cuando un dispositivo electrónico deja de funcionar, ¿cuál es su primera acción?",¿Qué hace con los dispositivos electrónicos cuando ya no los utiliza?,¿Con qué frecuencia lleva sus dispositivos electrónicos al reciclaje?,¿Qué tipo de dispositivos electrónicos ha reciclado en el último año?,¿Qué tipo de dispositivos electrónicos ha desechado en el último año?,¿Está informado sobre los centros de reciclaje para residuos electrónicos en su área?,¿Ha participado alguna vez en campañas de reciclaje de dispositivos electrónicos? ,¿Cuán importante considera el reciclaje de dispositivos electrónicos?,¿Qué barreras enfrenta para reciclar dispositivos electrónicos? ,¿Qué factores le motivarían a reciclar más sus dispositivos electrónicos? ," 
¿Está familiarizado con tecnologías que monitorean el uso de dispositivos electrónicos?",¿Estaría dispuesto a utilizar una aplicación móvil que le ayude a gestionar y reciclar sus dispositivos electrónicos?,¿Qué tan cómodo se sentiría usando aplicaciones o dispositivos que ayudan a gestionar el reciclaje de electrónicos?,¿Qué características le gustaría ver en una aplicación de gestión de residuos electrónicos?,"¿Está familiarizado con el concepto de ""Ciudad Inteligente""?",¿Cuántos dispositivos electrónicos ha reemplazado o reparado en el último año?,¿Qué tipo de prácticas sostenibles sigue con respecto a sus dispositivos electrónicos? 
1/10/2024,25-34 años,Educación universitaria,Estudiante,Casa,Menos de $400,Centro,"Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,1,2,Intenta repararlo usted mismo,Los tira a la basura,Nunca,Ninguno,"Teléfono móvil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.)",No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar",No,2,No sigo prácticas sostenibles
2/10/2024,18-24 años,Educación universitaria,Estudiante,Casa,$400 - $800,Norte,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,1,2,Lo desecha,Los tira a la basura,Nunca,Ninguno,"Televisor, Electrodomésticos inteligentes (nevera, lavadora, etc.)",No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio, Garantía de que los datos personales serán eliminados de forma segura",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar",No,1,No conozco sobre prácticas sostenibles
2/10/2024,18-24 años,Educación universitaria,Estudiante,Vivienda compartida,$400 - $800,Norte,"Televisor, Computadora, Teléfono movil inteligente, Tablet, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,1,2,Intenta repararlo usted mismo,Los tira a la basura,Nunca,Ninguno,Computadora,No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar",No,1,No conozco sobre prácticas sostenibles
2/10/2024,25-34 años,Educación universitaria,Estudiante,Casa,Menos de $400,Norte,"Televisor, Computadora, Teléfono movil inteligente, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,1,1,Lo guarda sin usar,Los guarda,Nunca,Ninguno,Teléfono móvil inteligente,No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio, Garantía de que los datos personales serán eliminados de forma segura",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar",No,1,Reparación
2/10/2024,18-24 años,Educación universitaria,Estudiante,Casa,$400 - $800,Sur,"Televisor, Computadora, Teléfono móvil básico, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,1,2,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Teléfono móvil inteligente,Consola de videojuegos,No,No,No importante,Falta de centros de reciclaje,"Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio, Garantía de que los datos personales serán eliminados de forma segura",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar",No,2,Reparación
2/10/2024,18-24 años,Educación universitaria,Estudiante,Casa,$400 - $800,Sur,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,1,1,Intenta repararlo usted mismo,Los tira a la basura,Nunca,Ninguno,Computadora,No,No,Muy importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Garantía de que los datos personales serán eliminados de forma segura",No,No,Muy cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar",No,2,No conozco sobre prácticas sostenibles
2/10/2024,25-34 años,Educación universitaria,Estudiante,Casa,Menos de $400,Centro,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,2,2,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,"Teléfono móvil inteligente, Consola de videojuegos",No,No,Importante,Costos,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Conocer el impacto ambiental positivo de mi acción",No,Si,Muy cómodo,"Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar",No,1,No conozco sobre prácticas sostenibles
2/10/2024,18-24 años,Educación universitaria,Estudiante,Casa,$400 - $800,Norte,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,2,2,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,Computadora,No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Garantía de que los datos personales serán eliminados de forma segura, Conocer el impacto ambiental positivo de mi acción",Sí,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar",No,1,No conozco sobre prácticas sostenibles
2/10/2024,18-24 años,Educación universitaria,Estudiante,Apartamento,$400 - $800,Sur,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,1,2,Lo lleva a un servicio técnico,Los guarda,Nunca,Teléfono móvil básico,"Electrodomésticos inteligentes (nevera, lavadora, etc.)",No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",Sí,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Recompensas por reciclar",No,2,Donación
2/10/2024,25-34 años,Educación técnica o tecnológica,Trabajador a tiempo parcial,Casa,$801 - $1200,Centro,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,1,2,Lo reemplaza por uno nuevo,Los tira a la basura,Nunca,Ninguno,"Teléfono móvil básico, Electrodomésticos inteligentes (nevera, lavadora, etc.)",No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",Sí,Si,Muy cómodo,"Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar",No,2,No conozco sobre prácticas sostenibles
2/10/2024,25-34 años,Educación universitaria,Estudiante,Casa,$400 - $800,Centro,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Consola de videojuegos",Cada 6-10 años,2,2,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,"Computadora, Teléfono móvil inteligente",No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Garantía de que los datos personales serán eliminados de forma segura",No,Si,Muy cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar",No,2,Reparación
2/10/2024,25-34 años,Educación secundaria completa,Trabajador a tiempo completo,Casa,$400 - $800,Norte,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet",Cada 6-10 años,2,2,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,"Teléfono móvil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.)",No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar",No,2,Reutilización
2/10/2024,25-34 años,Educación universitaria,Trabajador a tiempo parcial,Casa,Menos de $400,Norte,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 3-5 años,2,2,Lo reemplaza por uno nuevo,Los tira a la basura,Nunca,Tablet,Consola de videojuegos,No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar",No,2,Reparación
2/10/2024,25-34 años,Educación secundaria completa,Estudiante,Casa,$400 - $800,Norte,"Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,2,3,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,"Teléfono móvil inteligente, Teléfono móvil básico",No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar",No,1,No conozco sobre prácticas sostenibles
2/10/2024,18-24 años,Educación universitaria,Estudiante,Apartamento,$400 - $800,Norte,"Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,1,2,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,"Electrodomésticos inteligentes (nevera, lavadora, etc.)",No,No,Muy importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,2,Reparación
2/10/2024,25-34 años,Educación universitaria,Estudiante,Casa,$400 - $800,Norte,"Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,1,2,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,"Baterías, Teléfono móvil básico",No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar",No,1,Donación
2/10/2024,18-24 años,Educación universitaria,Estudiante,Casa,$400 - $800,Centro,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,1,2,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,"Teléfono móvil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.)",No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar",No,2,Reutilización
2/10/2024,18-24 años,Educación universitaria,Estudiante,Apartamento,$400 - $800,Sur,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,2,2,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,Teléfono móvil inteligente,No,Si,Importante,Costos,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar",No,2,Reparación
2/10/2024,18-24 años,Educación universitaria,Estudiante,Apartamento,$400 - $800,Centro,"Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos",Más de 10 años,2,2,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,Teléfono móvil inteligente,No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar",No,2,Reparación
2/10/2024,25-34 años,Educación universitaria,Trabajador a tiempo completo,Casa,$801 - $1200,Centro,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.), Dispositivos de domótica (asistentes de voz, termostatos inteligentes, etc.)",Cada 6-10 años,3,3,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,"Computadora, Teléfono móvil inteligente",No,No,Importante,Falta de información,"Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar",No,2,Reparación
2/10/2024,25-34 años,Educación universitaria,Trabajador a tiempo completo,Casa,$801 - $1200,Norte,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.), Dispositivos de domótica (asistentes de voz, termostatos inteligentes, etc.)",Cada 6-10 años,1,3,Intenta repararlo usted mismo,Los tira a la basura,Nunca,Ninguno,Computadora,No,No,Importante,Falta de información,"Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar",No,2,Reutilización
2/10/2024,18-24 años,Educación universitaria,Estudiante,Apartamento,Menos de $400,Sur,"Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,2,3,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,Consola de videojuegos,No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar",No,2,No conozco sobre prácticas sostenibles
2/10/2024,18-24 años,Educación universitaria,Estudiante,Casa,$400 - $800,Sur,"Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,2,2,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,"Computadora, Consola de videojuegos",No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar",No,2,No conozco sobre prácticas sostenibles
5/10/2024,25-34 años,Educación universitaria,Estudiante,Casa,$400 - $800,Norte,"Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,2,2,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,"Teléfono móvil básico, Consola de videojuegos",No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,3,Reparación
5/10/2024,25-34 años,Educación secundaria incompleta,Estudiante,Apartamento,Menos de $400,Centro,"Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,2,2,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,"Computadora, Teléfono móvil básico, Consola de videojuegos",No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Garantía de que los datos personales serán eliminados de forma segura",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar, Consejos para prolongar la vida útil de los dispositivos",No,3,Reparación
5/10/2024,18-24 años,Educación universitaria,Trabajador a tiempo completo,Casa,$400 - $800,Sur,"Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.), Dispositivos de domótica (asistentes de voz, termostatos inteligentes, etc.)",Cada 6-10 años,2,2,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,"Televisor, Consola de videojuegos",No,No,Importante,Falta de información,"Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,Información sobre el impacto ambiental de los dispositivos,No,2,No conozco sobre prácticas sostenibles
5/10/2024,25-34 años,Educación universitaria,Estudiante,Casa,$400 - $800,Sur,"Televisor, Computadora, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,2,2,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Tablet,"Teléfono móvil inteligente, Consola de videojuegos",No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,2,No conozco sobre prácticas sostenibles
5/10/2024,18-24 años,Educación universitaria,Trabajador a tiempo completo,Casa,$400 - $800,Norte,"Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos",Cada 6-10 años,2,2,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,"Baterías, Consola de videojuegos",No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso",No,2,No conozco sobre prácticas sostenibles
5/10/2024,25-34 años,Educación universitaria,Estudiante,Casa,Menos de $400,Centro,"Televisor, Computadora, Teléfono movil inteligente, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,2,3,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Televisor,Consola de videojuegos,No,No,Importante,Falta de centros de reciclaje,Más puntos de recolección cerca de mi domicilio,No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,2,No sigo prácticas sostenibles
5/10/2024,25-34 años,Educación universitaria,Estudiante,Apartamento,$400 - $800,Norte,"Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,2,2,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,Consola de videojuegos,No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,3,Reutilización
5/10/2024,18-24 años,Educación universitaria,Estudiante,Casa,$400 - $800,Sur,"Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,2,1,Lo lleva a un servicio técnico,Los guarda,Nunca,Ninguno,"Teléfono móvil inteligente, Consola de videojuegos",No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Garantía de que los datos personales serán eliminados de forma segura",No,Si,Cómodo,Información sobre puntos de reciclaje cercanos,No,2,Reparación
5/10/2024,25-34 años,Educación universitaria,Estudiante,Casa,$400 - $800,Centro,"Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,3,1,Lo desecha,Los tira a la basura,Nunca,Ninguno,Consola de videojuegos,No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Información sobre el impacto ambiental de los dispositivos",No,2,No sigo prácticas sostenibles
5/10/2024,18-24 años,Educación universitaria,Estudiante,Vivienda compartida,$400 - $800,Centro,"Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,2,2,Lo desecha,Los tira a la basura,Nunca,Ninguno,Consola de videojuegos,No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar",No,3,No conozco sobre prácticas sostenibles
5/10/2024,25-34 años,Educación universitaria,Estudiante,Casa,Menos de $400,Norte,"Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,2,1,Lo guarda sin usar,Los tira a la basura,Nunca,Ninguno,Consola de videojuegos,No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,2,Reutilización
5/10/2024,18-24 años,Educación universitaria,Estudiante,Casa,$400 - $800,Sur,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,2,1,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,"Baterías, Consola de videojuegos",No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,2,Reparación
9/10/2024,25-34 años,Educación universitaria,Trabajador a tiempo parcial,Casa,$400 - $800,Norte,"Televisor, Computadora, Teléfono movil inteligente, Tablet, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 3-5 años,2,2,Intenta repararlo usted mismo,Los guarda,A veces,"Televisor, Computadora, Baterías, Teléfono móvil inteligente","Televisor, Baterías",Sí,Si,Muy importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo)",No,Si,Muy cómodo,Recordatorios para reciclar dispositivos en desuso,No,2,Reutilización
23/10/2024,25-34 años,Educación técnica o tecnológica,Trabajador a tiempo completo,Apartamento,$400 - $800,Sur,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,2,1,Lo lleva a un servicio técnico,Los guarda,Nunca,Ninguno,Teléfono móvil inteligente,No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar",No,Si,Cómodo,Recordatorios para reciclar dispositivos en desuso,No,1,Reparación
23/10/2024,25-34 años,Educación técnica o tecnológica,Trabajador a tiempo completo,Casa,$400 - $800,Norte,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,1,1,Lo guarda sin usar,Los tira a la basura,Nunca,Ninguno,"Computadora, Teléfono móvil básico",No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,2,No conozco sobre prácticas sostenibles
23/10/2024,25-34 años,Educación universitaria,Trabajador a tiempo completo,Casa,$400 - $800,Centro,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,2,2,Intenta repararlo usted mismo,Los tira a la basura,Nunca,Ninguno,Consola de videojuegos,No,No,Importante,Falta de información,"Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,2,No sigo prácticas sostenibles
23/10/2024,25-34 años,Educación universitaria,Trabajador a tiempo completo,Vivienda compartida,$400 - $800,Norte,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 3-5 años,1,2,Intenta repararlo usted mismo,Los tira a la basura,Nunca,Ninguno,"Electrodomésticos inteligentes (nevera, lavadora, etc.)",No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar",No,Si,Muy cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar",No,2,Reparación
